site,natural,cultural,danger,url,country,year
"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche",0.0,1.0,0.0,https://whc.unesco.org/en/list/1426,France,2014.0
Erbil Citadel,0.0,1.0,0.0,https://whc.unesco.org/en/list/1437,Iraq,2014.0
Great Himalayan National Park Conservation Area,1.0,0.0,0.0,https://whc.unesco.org/en/list/1406,India,2014.0
"Historic Jeddah, the Gate to Makkah",0.0,1.0,0.0,https://whc.unesco.org/en/list/1361,Saudi Arabia,2014.0
Monumental Earthworks of Poverty Point,0.0,1.0,0.0,https://whc.unesco.org/en/list/1435,United States of America,2014.0
Mount Hamiguitan Range Wildlife Sanctuary,1.0,0.0,0.0,https://whc.unesco.org/en/list/1403,Philippines,2014.0
Namhansanseong,0.0,1.0,0.0,https://whc.unesco.org/en/list/1439,Republic of Korea,2014.0
Okavango Delta,1.0,0.0,0.0,https://whc.unesco.org/en/list/1432,Botswana,2014.0
"Palestine: Land of Olives and Vines – Cultural Landscape of Southern Jerusalem, Battir",0.0,1.0,1.0,https://whc.unesco.org/en/list/1492,State of Palestine,2014.0
Pergamon and its Multi-Layered Cultural Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/1457,Türkiye,2014.0
Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,0.0,1.0,0.0,https://whc.unesco.org/en/list/1453,Costa Rica,2014.0
Pyu Ancient Cities,0.0,1.0,0.0,https://whc.unesco.org/en/list/1444,Myanmar,2014.0
"Qhapaq Ñan, Andean Road System",0.0,1.0,0.0,https://whc.unesco.org/en/list/1459,Argentina,2014.0
"Rani-ki-Vav (the Queen’s Stepwell) at Patan, Gujarat",0.0,1.0,0.0,https://whc.unesco.org/en/list/922,India,2014.0
Shahr-i Sokhta,0.0,1.0,0.0,https://whc.unesco.org/en/list/1456,Islamic Republic of,2014.0
Silk Roads: the Routes Network of Chang'an-Tianshan Corridor,0.0,1.0,0.0,https://whc.unesco.org/en/list/1442,China,2014.0
Stevns Klint,1.0,0.0,0.0,https://whc.unesco.org/en/list/1416,Denmark,2014.0
The Grand Canal,0.0,1.0,0.0,https://whc.unesco.org/en/list/1443,China,2014.0
Tomioka Silk Mill and Related Sites,0.0,1.0,0.0,https://whc.unesco.org/en/list/1449,Japan,2014.0
Trang An Landscape Complex,1.0,1.0,0.0,https://whc.unesco.org/en/list/1438,Viet Nam,2014.0
Van Nellefabriek,0.0,1.0,0.0,https://whc.unesco.org/en/list/1441,Kingdom of the,2014.0
Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato,0.0,1.0,0.0,https://whc.unesco.org/en/list/1390,Italy,2014.0
Aqueduct of Padre Tembleque Hydraulic System,0.0,1.0,0.0,https://whc.unesco.org/en/list/1463,Mexico,2015.0
Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale,0.0,1.0,0.0,https://whc.unesco.org/en/list/1487,Italy,2015.0
Baekje Historic Areas,0.0,1.0,0.0,https://whc.unesco.org/en/list/1477,Republic of Korea,2015.0
Baptism Site “Bethany Beyond the Jordan” (Al-Maghtas),0.0,1.0,0.0,https://whc.unesco.org/en/list/1446,Jordan,2015.0
Blue and John Crow Mountains,1.0,1.0,0.0,https://whc.unesco.org/en/list/1356,Jamaica,2015.0
"Champagne Hillsides, Houses and Cellars",0.0,1.0,0.0,https://whc.unesco.org/en/list/1465,France,2015.0
"Christiansfeld, a Moravian Church Settlement",0.0,1.0,0.0,https://whc.unesco.org/en/list/1468,Denmark,2015.0
Cultural Landscape of Maymand,0.0,1.0,0.0,https://whc.unesco.org/en/list/1423,Islamic Republic of,2015.0
Diyarbakır Fortress and Hevsel Gardens Cultural Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/1488,Türkiye,2015.0
Ephesus,0.0,1.0,0.0,https://whc.unesco.org/en/list/1018,Türkiye,2015.0
Fray Bentos Industrial Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/1464,Uruguay,2015.0
Great Burkhan Khaldun Mountain and its surrounding sacred landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/1440,Mongolia,2015.0
Necropolis of Bet She’arim: A Landmark of Jewish Renewal,0.0,1.0,0.0,https://whc.unesco.org/en/list/1471,Israel,2015.0
Rjukan-Notodden Industrial Heritage Site,0.0,1.0,0.0,https://whc.unesco.org/en/list/1486,Norway,2015.0
Rock Art in the Hail Region of Saudi Arabia,0.0,1.0,0.0,https://whc.unesco.org/en/list/1472,Saudi Arabia,2015.0
San Antonio Missions,0.0,1.0,0.0,https://whc.unesco.org/en/list/1466,United States of America,2015.0
Singapore Botanic Gardens,0.0,1.0,0.0,https://whc.unesco.org/en/list/1483,Singapore,2015.0
"Sites of Japan’s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining",0.0,1.0,0.0,https://whc.unesco.org/en/list/1484,Japan,2015.0
Speicherstadt and Kontorhaus District with Chilehaus,0.0,1.0,0.0,https://whc.unesco.org/en/list/1467,Germany,2015.0
Susa,0.0,1.0,0.0,https://whc.unesco.org/en/list/1455,Islamic Republic of,2015.0
"The Climats, terroirs of Burgundy",0.0,1.0,0.0,https://whc.unesco.org/en/list/1425,France,2015.0
The Forth Bridge,0.0,1.0,0.0,https://whc.unesco.org/en/list/1485,United Kingdom of Great Britain and Northern Ireland,2015.0
The par force hunting landscape in North Zealand,0.0,1.0,0.0,https://whc.unesco.org/en/list/1469,Denmark,2015.0
Tusi Sites,0.0,1.0,0.0,https://whc.unesco.org/en/list/1474,China,2015.0
Antequera Dolmens Site,0.0,1.0,0.0,https://whc.unesco.org/en/list/1501,Spain,2016.0
Antigua Naval Dockyard and Related Archaeological Sites,0.0,1.0,0.0,https://whc.unesco.org/en/list/1499,Antigua and Barbuda,2016.0
Archaeological Site of Ani,0.0,1.0,0.0,https://whc.unesco.org/en/list/1518,Türkiye,2016.0
"Archaeological Site of Nalanda Mahavihara at Nalanda, Bihar",0.0,1.0,0.0,https://whc.unesco.org/en/list/1502,India,2016.0
Archaeological Site of Philippi,0.0,1.0,0.0,https://whc.unesco.org/en/list/1517,Greece,2016.0
Archipiélago de Revillagigedo,1.0,0.0,0.0,https://whc.unesco.org/en/list/1510,Mexico,2016.0
Ennedi Massif: Natural and Cultural Landscape,1.0,1.0,0.0,https://whc.unesco.org/en/list/1475,Chad,2016.0
Gorham's Cave Complex,0.0,1.0,0.0,https://whc.unesco.org/en/list/1500,United Kingdom of Great Britain and Northern Ireland,2016.0
Hubei Shennongjia,1.0,0.0,0.0,https://whc.unesco.org/en/list/1509,China,2016.0
Khangchendzonga National Park,1.0,1.0,0.0,https://whc.unesco.org/en/list/1513,India,2016.0
Lut Desert,1.0,0.0,0.0,https://whc.unesco.org/en/list/1505,Islamic Republic of,2016.0
Mistaken Point,1.0,0.0,0.0,https://whc.unesco.org/en/list/1497,Canada,2016.0
Nan Madol: Ceremonial Centre of Eastern Micronesia,0.0,1.0,1.0,https://whc.unesco.org/en/list/1503,Federated States of,2016.0
Pampulha Modern Ensemble,0.0,1.0,0.0,https://whc.unesco.org/en/list/1493,Brazil,2016.0
Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park,1.0,0.0,0.0,https://whc.unesco.org/en/list/262,Sudan,2016.0
Stećci Medieval Tombstone Graveyards,0.0,1.0,0.0,https://whc.unesco.org/en/list/1504,Bosnia and Herzegovina,2016.0
The Ahwar of Southern Iraq: Refuge of Biodiversity and the Relict Landscape of the Mesopotamian Cities,1.0,1.0,0.0,https://whc.unesco.org/en/list/1481,Iraq,2016.0
"The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement",0.0,1.0,0.0,https://whc.unesco.org/en/list/1321,Argentina,2016.0
The Persian Qanat,0.0,1.0,0.0,https://whc.unesco.org/en/list/1506,Islamic Republic of,2016.0
Western Tien-Shan,1.0,0.0,0.0,https://whc.unesco.org/en/list/1490,Kazakhstan,2016.0
Zuojiang Huashan Rock Art Cultural Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/1508,China,2016.0
Aphrodisias,0.0,1.0,0.0,https://whc.unesco.org/en/list/1519,Türkiye,2017.0
Asmara: A Modernist African City,0.0,1.0,0.0,https://whc.unesco.org/en/list/1550,Eritrea,2017.0
Assumption Cathedral and Monastery of the town-island of Sviyazhsk,0.0,1.0,0.0,https://whc.unesco.org/en/list/1525,Russian Federation,2017.0
Caves and Ice Age Art in the Swabian Jura,0.0,1.0,0.0,https://whc.unesco.org/en/list/1527,Germany,2017.0
Hebron/Al-Khalil Old Town,0.0,1.0,1.0,https://whc.unesco.org/en/list/1565,State of Palestine,2017.0
Historic City of Ahmadabad,0.0,1.0,0.0,https://whc.unesco.org/en/list/1551,India,2017.0
Historic City of Yazd,0.0,1.0,0.0,https://whc.unesco.org/en/list/1544,Islamic Republic of,2017.0
Kujataa Greenland: Norse and Inuit Farming at the Edge of the Ice Cap,0.0,1.0,0.0,https://whc.unesco.org/en/list/1536,Denmark,2017.0
"Kulangsu, a Historic International Settlement",0.0,1.0,0.0,https://whc.unesco.org/en/list/1541,China,2017.0
Landscapes of Dauria,1.0,0.0,0.0,https://whc.unesco.org/en/list/1448,Mongolia,2017.0
Los Alerces National Park,1.0,0.0,0.0,https://whc.unesco.org/en/list/1526,Argentina,2017.0
"Mbanza Kongo, Vestiges of the Capital of the former Kingdom of Kongo",0.0,1.0,0.0,https://whc.unesco.org/en/list/1511,Angola,2017.0
Qinghai Hoh Xil,1.0,0.0,0.0,https://whc.unesco.org/en/list/1540,China,2017.0
Sacred Island of Okinoshima and Associated Sites in the Munakata Region,0.0,1.0,0.0,https://whc.unesco.org/en/list/1535,Japan,2017.0
Taputapuātea,0.0,1.0,0.0,https://whc.unesco.org/en/list/1529,France,2017.0
Tarnowskie Góry Lead-Silver-Zinc Mine and its Underground Water Management System,0.0,1.0,0.0,https://whc.unesco.org/en/list/1539,Poland,2017.0
"Temple Zone of Sambor Prei Kuk, Archaeological Site of Ancient Ishanapura",0.0,1.0,0.0,https://whc.unesco.org/en/list/1532,Cambodia,2017.0
The English Lake District,0.0,1.0,0.0,https://whc.unesco.org/en/list/422,United Kingdom of Great Britain and Northern Ireland,2017.0
Valongo Wharf Archaeological Site,0.0,1.0,0.0,https://whc.unesco.org/en/list/1548,Brazil,2017.0
Venetian Works of Defence between the 16th and 17th Centuries: Stato da Terra – Western Stato da Mar,0.0,1.0,0.0,https://whc.unesco.org/en/list/1533,Croatia,2017.0
ǂKhomani Cultural Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/1545,South Africa,2017.0
Aasivissuit – Nipisat. Inuit Hunting Ground between Ice and Sea,0.0,1.0,0.0,https://whc.unesco.org/en/list/1557,Denmark,2018.0
"Al-Ahsa Oasis, an Evolving Cultural Landscape",0.0,1.0,0.0,https://whc.unesco.org/en/list/1563,Saudi Arabia,2018.0
Ancient City of Qalhat,0.0,1.0,0.0,https://whc.unesco.org/en/list/1537,Oman,2018.0
Archaeological Border complex of Hedeby and the Danevirke,0.0,1.0,0.0,https://whc.unesco.org/en/list/1553,Germany,2018.0
Barberton Makhonjwa Mountains,1.0,0.0,0.0,https://whc.unesco.org/en/list/1575,South Africa,2018.0
Caliphate City of Medina Azahara,0.0,1.0,0.0,https://whc.unesco.org/en/list/1560,Spain,2018.0
Chaîne des Puys - Limagne fault tectonic arena,1.0,0.0,0.0,https://whc.unesco.org/en/list/1434,France,2018.0
Chiribiquete National Park – “The Maloca of the Jaguar”,1.0,1.0,0.0,https://whc.unesco.org/en/list/1174,Colombia,2018.0
Fanjingshan,1.0,0.0,0.0,https://whc.unesco.org/en/list/1559,China,2018.0
Göbekli Tepe,0.0,1.0,0.0,https://whc.unesco.org/en/list/1572,Türkiye,2018.0
Hidden Christian Sites in the Nagasaki Region,0.0,1.0,0.0,https://whc.unesco.org/en/list/1495,Japan,2018.0
"Ivrea, industrial city of the 20th century",0.0,1.0,0.0,https://whc.unesco.org/en/list/1538,Italy,2018.0
Naumburg Cathedral,0.0,1.0,0.0,https://whc.unesco.org/en/list/1470,Germany,2018.0
Pimachiowin Aki,1.0,1.0,0.0,https://whc.unesco.org/en/list/1415,Canada,2018.0
"Sansa, Buddhist Mountain Monasteries in Korea",0.0,1.0,0.0,https://whc.unesco.org/en/list/1562,Republic of Korea,2018.0
Sassanid Archaeological Landscape of Fars Region,0.0,1.0,0.0,https://whc.unesco.org/en/list/1568,Islamic Republic of,2018.0
Tehuacán-Cuicatlán Valley: originary habitat of Mesoamerica,1.0,1.0,0.0,https://whc.unesco.org/en/list/1534,Mexico,2018.0
Thimlich Ohinga Archaeological Site,0.0,1.0,0.0,https://whc.unesco.org/en/list/1450,Kenya,2018.0
Victorian Gothic and Art Deco Ensembles of Mumbai,0.0,1.0,0.0,https://whc.unesco.org/en/list/1480,India,2018.0
Ancient Ferrous Metallurgy Sites of Burkina Faso,0.0,1.0,0.0,https://whc.unesco.org/en/list/1602,Burkina Faso,2019.0
Archaeological Ruins of Liangzhu City,0.0,1.0,0.0,https://whc.unesco.org/en/list/1592,China,2019.0
Babylon,0.0,1.0,0.0,https://whc.unesco.org/en/list/278,Iraq,2019.0
Bagan,0.0,1.0,0.0,https://whc.unesco.org/en/list/1588,Myanmar,2019.0
Budj Bim Cultural Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/1577,Australia,2019.0
Churches of the Pskov School of Architecture,0.0,1.0,0.0,https://whc.unesco.org/en/list/1523,Russian Federation,2019.0
Dilmun Burial Mounds,0.0,1.0,0.0,https://whc.unesco.org/en/list/1542,Bahrain,2019.0
Erzgebirge/Krušnohoří Mining Region,0.0,1.0,0.0,https://whc.unesco.org/en/list/1478,Czechia,2019.0
French Austral Lands and Seas,1.0,0.0,0.0,https://whc.unesco.org/en/list/1603,France,2019.0
Historic Centre of Sheki with the Khan’s Palace,0.0,1.0,0.0,https://whc.unesco.org/en/list/1549,Azerbaijan,2019.0
Hyrcanian Forests,1.0,0.0,0.0,https://whc.unesco.org/en/list/1584,Azerbaijan,2019.0
"Jaipur City, Rajasthan",0.0,1.0,0.0,https://whc.unesco.org/en/list/1605,India,2019.0
Jodrell Bank Observatory,0.0,1.0,0.0,https://whc.unesco.org/en/list/1594,United Kingdom of Great Britain and Northern Ireland,2019.0
Krzemionki Prehistoric Striped Flint Mining Region,0.0,1.0,0.0,https://whc.unesco.org/en/list/1599,Poland,2019.0
Landscape for Breeding and Training of Ceremonial Carriage Horses at Kladruby nad Labem,0.0,1.0,0.0,https://whc.unesco.org/en/list/1589,Czechia,2019.0
Le Colline del Prosecco di Conegliano e Valdobbiadene,0.0,1.0,0.0,https://whc.unesco.org/en/list/1571,Italy,2019.0
Megalithic Jar Sites in Xiengkhuang – Plain of Jars,0.0,1.0,0.0,https://whc.unesco.org/en/list/1587,Lao People's Democratic Republic,2019.0
Migratory Bird Sanctuaries along the Coast of Yellow Sea-Bohai Gulf of China (Phase I),1.0,0.0,0.0,https://whc.unesco.org/en/list/1606,China,2019.0
Mozu-Furuichi Kofun Group: Mounded Tombs of Ancient Japan,0.0,1.0,0.0,https://whc.unesco.org/en/list/1593,Japan,2019.0
Ombilin Coal Mining Heritage of Sawahlunto,0.0,1.0,0.0,https://whc.unesco.org/en/list/1610,Indonesia,2019.0
Paraty and Ilha Grande – Culture and Biodiversity,1.0,1.0,0.0,https://whc.unesco.org/en/list/1308,Brazil,2019.0
Risco Caido and the Sacred Mountains of Gran Canaria Cultural Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/1578,Spain,2019.0
"Royal Building of Mafra – Palace, Basilica, Convent, Cerco Garden and Hunting Park (Tapada)",0.0,1.0,0.0,https://whc.unesco.org/en/list/1573,Portugal,2019.0
Sanctuary of Bom Jesus do Monte in Braga,0.0,1.0,0.0,https://whc.unesco.org/en/list/1590,Portugal,2019.0
"Seowon, Korean Neo-Confucian Academies",0.0,1.0,0.0,https://whc.unesco.org/en/list/1498,Republic of Korea,2019.0
The 20th-Century Architecture of Frank Lloyd Wright,0.0,1.0,0.0,https://whc.unesco.org/en/list/1496,United States of America,2019.0
Vatnajökull National Park - Dynamic Nature of Fire and Ice,1.0,0.0,0.0,https://whc.unesco.org/en/list/1604,Iceland,2019.0
Water Management System of Augsburg,0.0,1.0,0.0,https://whc.unesco.org/en/list/1580,Germany,2019.0
Writing-on-Stone / Áísínai’pi,0.0,1.0,0.0,https://whc.unesco.org/en/list/1597,Canada,2019.0
"Amami-Oshima Island, Tokunoshima Island, Northern part of Okinawa Island, and Iriomote Island",1.0,0.0,0.0,https://whc.unesco.org/en/list/1574,Japan,2021.0
Arslantepe Mound,0.0,1.0,0.0,https://whc.unesco.org/en/list/1622,Türkiye,2021.0
As-Salt - The Place of Tolerance and Urban Hospitality,0.0,1.0,0.0,https://whc.unesco.org/en/list/689,Jordan,2021.0
Chankillo Archaeoastronomical Complex,0.0,1.0,0.0,https://whc.unesco.org/en/list/1624,Peru,2021.0
Colchic Rainforests and Wetlands,1.0,0.0,0.0,https://whc.unesco.org/en/list/1616,Georgia,2021.0
Colonies of Benevolence,0.0,1.0,0.0,https://whc.unesco.org/en/list/1555,Belgium,2021.0
Cordouan Lighthouse,0.0,1.0,0.0,https://whc.unesco.org/en/list/1625,France,2021.0
Cultural Landscape of Hawraman/Uramanat,0.0,1.0,0.0,https://whc.unesco.org/en/list/1647,Islamic Republic of,2021.0
Dholavira: a Harappan City,0.0,1.0,0.0,https://whc.unesco.org/en/list/1645,India,2021.0
Frontiers of the Roman Empire – The Danube Limes (Western Segment),0.0,1.0,0.0,https://whc.unesco.org/en/list/1608,Austria,2021.0
Frontiers of the Roman Empire – The Lower German Limes,0.0,1.0,0.0,https://whc.unesco.org/en/list/1631,Germany,2021.0
"Getbol, Korean Tidal Flats",1.0,0.0,0.0,https://whc.unesco.org/en/list/1591,Republic of Korea,2021.0
Ḥimā Cultural Area,0.0,1.0,0.0,https://whc.unesco.org/en/list/1619,Saudi Arabia,2021.0
Ivindo National Park,1.0,0.0,0.0,https://whc.unesco.org/en/list/1653,Gabon,2021.0
Jomon Prehistoric Sites in Northern Japan,0.0,1.0,0.0,https://whc.unesco.org/en/list/1632,Japan,2021.0
Kaeng Krachan Forest Complex,1.0,0.0,0.0,https://whc.unesco.org/en/list/1461,Thailand,2021.0
"Kakatiya Rudreshwara (Ramappa) Temple, Telangana",0.0,1.0,0.0,https://whc.unesco.org/en/list/1570,India,2021.0
Mathildenhöhe Darmstadt,0.0,1.0,0.0,https://whc.unesco.org/en/list/1614,Germany,2021.0
"Nice, Winter Resort Town of the Riviera",0.0,1.0,0.0,https://whc.unesco.org/en/list/1635,France,2021.0
Padua’s fourteenth-century fresco cycles,0.0,1.0,0.0,https://whc.unesco.org/en/list/1623,Italy,2021.0
"Paseo del Prado and Buen Retiro, a landscape of Arts and Sciences",0.0,1.0,0.0,https://whc.unesco.org/en/list/1618,Spain,2021.0
Petroglyphs of Lake Onega and the White Sea,0.0,1.0,0.0,https://whc.unesco.org/en/list/1654,Russian Federation,2021.0
Quanzhou: Emporium of the World in Song-Yuan China,0.0,1.0,0.0,https://whc.unesco.org/en/list/1561,China,2021.0
Roșia Montană Mining Landscape,0.0,1.0,1.0,https://whc.unesco.org/en/list/1552,Romania,2021.0
Settlement and Artificial Mummification of the Chinchorro Culture in the Arica and Parinacota Region,0.0,1.0,0.0,https://whc.unesco.org/en/list/1634,Chile,2021.0
"ShUM Sites of Speyer, Worms and Mainz",0.0,1.0,0.0,https://whc.unesco.org/en/list/1636,Germany,2021.0
Sítio Roberto Burle Marx,0.0,1.0,0.0,https://whc.unesco.org/en/list/1620,Brazil,2021.0
Sudanese style mosques in northern Côte d’Ivoire,0.0,1.0,0.0,https://whc.unesco.org/en/list/1648,Côte d'Ivoire,2021.0
The Great Spa Towns of Europe,0.0,1.0,0.0,https://whc.unesco.org/en/list/1613,Austria,2021.0
The Porticoes of Bologna,0.0,1.0,0.0,https://whc.unesco.org/en/list/1650,Italy,2021.0
The Slate Landscape of Northwest Wales,0.0,1.0,0.0,https://whc.unesco.org/en/list/1633,United Kingdom of Great Britain and Northern Ireland,2021.0
The work of engineer Eladio Dieste: Church of Atlántida,0.0,1.0,0.0,https://whc.unesco.org/en/list/1612,Uruguay,2021.0
The works of Jože Plečnik in Ljubljana – Human Centred Urban Design,0.0,1.0,0.0,https://whc.unesco.org/en/list/1643,Slovenia,2021.0
Trans-Iranian Railway,0.0,1.0,0.0,https://whc.unesco.org/en/list/1585,Islamic Republic of,2021.0
‘Uruq Bani Ma’arid,1.0,0.0,0.0,https://whc.unesco.org/en/list/1699,Saudi Arabia,2023.0
Ancient Jericho/Tell es-Sultan,0.0,1.0,0.0,https://whc.unesco.org/en/list/1687,State of Palestine,2023.0
Anticosti,1.0,0.0,0.0,https://whc.unesco.org/en/list/1686,Canada,2023.0
Astronomical Observatories of Kazan Federal University,0.0,1.0,0.0,https://whc.unesco.org/en/list/1678,Russian Federation,2023.0
Bale Mountains National Park,1.0,0.0,0.0,https://whc.unesco.org/en/list/111,Ethiopia,2023.0
Cold Winter Deserts of Turan,1.0,0.0,0.0,https://whc.unesco.org/en/list/1693,Kazakhstan,2023.0
Cultural Landscape of Khinalig People and “Köç Yolu” Transhumance Route,0.0,1.0,0.0,https://whc.unesco.org/en/list/1696,Azerbaijan,2023.0
Cultural Landscape of Old Tea Forests of the Jingmai Mountain in Pu’er,0.0,1.0,0.0,https://whc.unesco.org/en/list/1665,China,2023.0
Deer Stone Monuments and Related Bronze Age Sites,0.0,1.0,0.0,https://whc.unesco.org/en/list/1621,Mongolia,2023.0
Djerba: Testimony to a settlement pattern in an island territory,0.0,1.0,0.0,https://whc.unesco.org/en/list/1640,Tunisia,2023.0
Eisinga Planetarium in Franeker,0.0,1.0,0.0,https://whc.unesco.org/en/list/1683,Kingdom of the,2023.0
"ESMA Museum and Site of Memory – Former Clandestine Centre of Detention, Torture and Extermination",0.0,1.0,0.0,https://whc.unesco.org/en/list/1681,Argentina,2023.0
Evaporitic Karst and Caves of Northern Apennines,1.0,0.0,0.0,https://whc.unesco.org/en/list/1692,Italy,2023.0
Forest Massif of Odzala-Kokoua,1.0,0.0,0.0,https://whc.unesco.org/en/list/692,Congo,2023.0
Funerary and memory sites of the First World War (Western Front),0.0,1.0,0.0,https://whc.unesco.org/en/list/1567,Belgium,2023.0
Gaya Tumuli,0.0,1.0,0.0,https://whc.unesco.org/en/list/1666,Republic of Korea,2023.0
Gordion,0.0,1.0,0.0,https://whc.unesco.org/en/list/1669,Türkiye,2023.0
Hopewell Ceremonial Earthworks,0.0,1.0,0.0,https://whc.unesco.org/en/list/1689,United States of America,2023.0
Jewish-Medieval Heritage of Erfurt,0.0,1.0,0.0,https://whc.unesco.org/en/list/1656,Germany,2023.0
Jodensavanne Archaeological Site: Jodensavanne Settlement and Cassipora Creek Cemetery,0.0,1.0,0.0,https://whc.unesco.org/en/list/1680,Suriname,2023.0
Koh Ker: Archaeological Site of Ancient Lingapura or Chok Gargyar,0.0,1.0,0.0,https://whc.unesco.org/en/list/1667,Cambodia,2023.0
"Landmarks of the Ancient Kingdom of Saba, Marib",0.0,1.0,1.0,https://whc.unesco.org/en/list/1700,Yemen,2023.0
"Memorial sites of the Genocide: Nyamata, Murambi, Gisozi and Bisesero",0.0,1.0,0.0,https://whc.unesco.org/en/list/1586,Rwanda,2023.0
"Modernist Kaunas: Architecture of Optimism, 1919-1939",0.0,1.0,0.0,https://whc.unesco.org/en/list/1661,Lithuania,2023.0
National Archaeological Park Tak’alik Ab’aj,0.0,1.0,0.0,https://whc.unesco.org/en/list/1663,Guatemala,2023.0
Nyungwe National Park,1.0,0.0,0.0,https://whc.unesco.org/en/list/1697,Rwanda,2023.0
Old town of Kuldīga,0.0,1.0,0.0,https://whc.unesco.org/en/list/1658,Latvia,2023.0
Prehistoric Sites of Talayotic Menorca,0.0,1.0,0.0,https://whc.unesco.org/en/list/1528,Spain,2023.0
Rachid Karami International Fair-Tripoli,0.0,1.0,1.0,https://whc.unesco.org/en/list/1702,Lebanon,2023.0
Sacred Ensembles of the Hoysalas,0.0,1.0,0.0,https://whc.unesco.org/en/list/1670,India,2023.0
Santiniketan,0.0,1.0,0.0,https://whc.unesco.org/en/list/1375,India,2023.0
Silk Roads: Zarafshan-Karakum Corridor,0.0,1.0,0.0,https://whc.unesco.org/en/list/1675,Tajikistan,2023.0
The Ancient Town of Si Thep and its Associated Dvaravati Monuments,0.0,1.0,0.0,https://whc.unesco.org/en/list/1662,Thailand,2023.0
The Cosmological Axis of Yogyakarta and its Historic Landmarks,0.0,1.0,0.0,https://whc.unesco.org/en/list/1671,Indonesia,2023.0
The Gedeo Cultural Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/1641,Ethiopia,2023.0
The Historic Centre of Odesa,0.0,1.0,1.0,https://whc.unesco.org/en/list/1703,Ukraine,2023.0
The Maison Carrée of Nîmes,0.0,1.0,0.0,https://whc.unesco.org/en/list/1569,France,2023.0
The Persian Caravanserai,0.0,1.0,0.0,https://whc.unesco.org/en/list/1668,Islamic Republic of,2023.0
Tr’ondëk-Klondike,0.0,1.0,0.0,https://whc.unesco.org/en/list/1564,Canada,2023.0
Tugay forests of the Tigrovaya Balka Nature Reserve,1.0,0.0,0.0,https://whc.unesco.org/en/list/1685,Tajikistan,2023.0
Viking-Age Ring Fortresses,0.0,1.0,0.0,https://whc.unesco.org/en/list/1660,Denmark,2023.0
Volcanoes and Forests of Mount Pelée and the Pitons of Northern Martinique,1.0,0.0,0.0,https://whc.unesco.org/en/list/1657,France,2023.0
Wooden Hypostyle Mosques of Medieval Anatolia,0.0,1.0,0.0,https://whc.unesco.org/en/list/1694,Türkiye,2023.0
Zagori Cultural Landscape,0.0,1.0,0.0,https://whc.unesco.org/en/list/1695,Greece,2023.0
Žatec and the Landscape of Saaz Hops,0.0,1.0,0.0,https://whc.unesco.org/en/list/1558,Czechia,2023.0
